,Unnamed: 0,question,label
21626,21626,Joomla Bootstrap navbar not working on 3rd level subs,low
21627,21627,Base64 Image not showing up in IE6,low
21628,21628,"Read a list of nonnegative integers and to display the largest integer, the smallest integer and the average of all the integers",low
21629,21629,Cross tab report in Crystal Report,low
21630,21630,Insert DataTable into nested TreeView c#,low
21631,21631,iOs Segue animation left to right (horizontal),low
21632,21632,make overflowing text readable with css,low
21633,21633,changing server time to IST,low
21634,21634,Adding a popup Menu to a tree in e4 Rcp,high
21635,21635,Compile mimetic library on Windows?,low
21636,21636,DDD - Share or duplicate a value object to be used between two aggregate roots?,high
21637,21637,automatic refresh of asp.net Cache each night,low
21638,21638,Can't draw with Buffer Object,low
21639,21639,Android Custom LinearLayout and inflating xml,low
21640,21640,BackgroundWorker not found,low
21641,21641,do | and & make any sense in java?,low
21642,21642,How to define a cyclic type definition?,high
21643,21643,"Script bat, Windows can not find .exe",low
21644,21644,Where are SQL Server user credentials stored?,low
21645,21645,"Queue error ""Uncaught TypeError: Cannot read property 'objects' of null""",low
21646,21646,binding json data using knockout,low
21647,21647,C# JSON deserializing to Custom Class,low
21648,21648,Queue has more items that I put in it,low
21649,21649,C# to loop through folder until it finds the correct files,low
21650,21650,How to upload a file to Hug REST API,low
21651,21651,Window is closing immediately after I run program in PyQt 4 (anaconda) [PyCharm 4.5],low
21652,21652,dynamic javascript element change text,low
21653,21653,Does cudaDeviceSynchronize() synchronize with other processes too?,low
21654,21654,Add resize event when window changes from mobile to desktop,low
21655,21655,Isomorphic app and browser-specific code,high
21656,21656,Background image on DIV with percentage,low
21657,21657,Match IP address with regexp in Erlang,low
21658,21658,"Microsoft Access shows ""Missing APSBrowsePanes.dll"" error on startup. (Virtual Machine)",low
21659,21659,"Page navigation setup, carousel with vertical scroll new content top",high
21660,21660,Pass an array or object via the URL,low
21661,21661,send argument from one winform application to another and populate a textbox,low
21662,21662,how does cassandra reacts when a write is being performed in node and node went down,low
21663,21663,Find matching values of 2 columns in Ruby on Rails,low
21664,21664,Unable to summarize the complexity of an algorithm,high
21665,21665,Taking action on app start up based on Push Notification,low
21666,21666,Trying to find neighbour cells in a 2D array and getting IndexOutOfBounds,low
21667,21667,Percentage Widths & 1px Borders,low
21668,21668,"Merging Docx Files in Excel using VBA Runtime Error 462 The remote server machine, then File Corrupted",low
21669,21669,Problems installing module for python 3.5,low
21670,21670,how to get longitude and latitude using ConvertPlaceToLonLat,low
21671,21671,manipulate body of file object after browser upload,low
21672,21672,For which double value is a comparison with itself the fastest?,low
21673,21673,How to apply validation?,low
21674,21674,Cannot set ref on like button,low
21675,21675,Using Razor templating engine on mac,low
21676,21676,Show/hide div at offset / anchor point / variable px height from top of the page - let jQuery read out the 'offset/anchor' position,low
21677,21677,Why matplotlib plot a graph have ticks line off-axis ï¼,low
21678,21678,Matrix Routing API and traffic conditions,high
21679,21679,Force cell format after setting value in ClosedXML,low
21680,21680,DB fields not changing after updates,low
21681,21681,AngularJS filter infinite digest,high
21682,21682,Pass Values Between Two Forms,low
21683,21683,Activerecord query model for empty relation,low
21684,21684,Is putting form fields inside label tags a good or bad idea?,low
21685,21685,Wordpress plugin load js and css on demand,low
21686,21686,FontAwesome 3.2.1 - Hiding Anchor text values,low
21687,21687,Call to undefined function Illuminate\Encryption\openssl_decrypt(),low
21688,21688,Get a file under WEB-INF using Spring,low
21689,21689,Stored procedure SQL Server 2005 transaction deadlock problem,high
21690,21690,"Display ContactContracts Name, Email, Photo in ListView, using Fragment - Android",high
21691,21691,jQuery - CSS propertyName,low
21692,21692,How do I get and set the path for input type=file?,low
21693,21693,search internet through textbox,low
21694,21694,"sunrisesunsetlib for android, computing solar noon time",low
21695,21695,Recursive ajax call,high
21696,21696,jQuery Scroll Function Does Not Fire (Scroll Too Fast),low
21697,21697,Writing a proof for an algorithm,high
21698,21698,How to combine these to alter statements into a single alter statement,low
21699,21699,Return value of waitpid() in linux,low
21700,21700,A C++ dictionary?,low
21701,21701,Messages not displayed on modal panel,low
21702,21702,C# some sort of plugin system,high
21703,21703,iis7 returns 404 not found error randomly for node.js sites,low
21704,21704,"mvc question, interactive objects",low
21705,21705,store multiple pdo connections in an array,low
21706,21706,didn't return an HttpResponse object,low
21707,21707,Why WCF doesn't automatically affect the To header on outgoing message with the ReplyTo of the incoming message?,high
21708,21708,Dynamic array heap corruption,high
21709,21709,OpenCascade ErrorStatus,low
21710,21710,"Rendering 2 ListBoxes, one containing strings, one containing the lengths of the same strings",low
21711,21711,update column name in excel file in c#,low
21712,21712,"Socket, BufferedReader hangs at readLine()",low
21713,21713,this keyword in Java and in PHP,low
21714,21714,SQL Server Alerts - Best Practices,high
21715,21715,Issue with Soft Keyboard and Edit Text,high
21716,21716,Reading lines of a file and comparing,low
21717,21717,centering divs in ie,low
21718,21718,Render TAGLIB inside a specific DIV,low
21719,21719,Adding basic http authorization in a ajax json script,low
21720,21720,UITextView set width and height in heightForRowAtIndexPath,low
21721,21721,Is it worth learning SharePoint 2007?,low
21722,21722,Underscore _.map function results in a paragraph,low
21723,21723,Is maximum limit of SharedAccessExpiryTime 60 minutes?,low
21724,21724,Creating a New Reverse Java Array,low
21725,21725,Need to display mulitple records in a single row,low
21726,21726,Dagger2 - where define the scopes,low
21727,21727,Merge PDFs iTextSharp,low
21728,21728,"Is it possible to have a transparent JavaFX window with decoration(minimise, maximize, close)",low
21729,21729,Floating images in Github Readme,low
21730,21730,Theano.function equivalent in Tensorflow,high
21731,21731,Javascript to iterate through elements not working,low
21732,21732,Is there a quick lookup for url-to-controller mapping when @RequestMapping is used?,low
21733,21733,Select statement not returning any value sqlite android,low
21734,21734,How to dynamically access/ define a table row with pageobject gem?,low
21735,21735,Is it possible to determine the height of a video in an IFrame?,low
21736,21736,Access Base class variable from child class method,low
21737,21737,Manupulating user input (Mathmatical),low
21738,21738,How to pass command-line arguments when source() an R file,low
21739,21739,Add notification sound file to exe in c#,low
21740,21740,ViewStart and Layout - what's the difference?,low
21741,21741,Error parsing xml in android,low
21742,21742,GNU screen custom key bindings format,low
21743,21743,Twilio Worker in Task Router,low
21744,21744,Convert date from Christian to Buddhist in MySQL,low
21745,21745,Understanding std::accumulate,low
21746,21746,"PHP SoapClient Long Request Strings Throw ""Bad Request"" Exception",low
21747,21747,Google Play Game Services's invite dialog doesn't show any friend,low
21748,21748,How to loop through nested Firebase keys in Polymer,low
21749,21749,OpenCV 3: List of available FeatureDetector::create() and DescriptorExtractor::create() options?,low
21750,21750,WCF Service Logging Encrypted Data,high
21751,21751,"how to update my apk alone,without closing my older apps?",low
21752,21752,How to gracefully handle Parcelable implementation changes when storing to disk after all?,high
21753,21753,"MySQL ""join as""?",low
21754,21754,Unity 5 UI button function,low
21755,21755,Java Game Leveling Up,low
21756,21756,append data inside object in angularjs controller,low
21757,21757,How to display a point cloud with openGL,low
21758,21758,Mediawiki DB connection error while attempting to upgrade - postgresql,low
21759,21759,Python: Keyboard event listener outside of command line,low
21760,21760,How to inject EJB into SOAPHandler?,high
21761,21761,sonar h2 Initializing Hibernate,low
21762,21762,A Generic Error occurred in GDI+ Saving Picturebox into ole database,low
21763,21763,How to calculate my GPIO port address,low
21764,21764,DirectCompute versus OpenCL for GPU programming?,low
21765,21765,CSS opacity won't transition,low
21766,21766,Twisted logic error,low
21767,21767,How do you completely log out of Azure with Google provider?,low
21768,21768,How to test if n / 2 * 3 + n % 2 * 2 will overflow?,low
21769,21769,Is it possible to include a filter inside an ng-change?,low
21770,21770,How to create objects with array-properties in Python,low
21771,21771,Overlap div over html5 video player issue in UC browser,low
21772,21772,Easy_install issues,low
21773,21773,Migrate php aritsan laravel 5.2 [PDOException] SQLSTATE[42S01],low
21774,21774,AngularJS : controller with factory,low
21775,21775,How to validate visible controls alone in bootstrap,low
21776,21776,AFNetworking URL parameter encoding for datetime with + and : sign,low
21777,21777,Nesting classes as object and get results,low
21778,21778,What's wrong with my showChar method? Simple program intro to methods,low
21779,21779,Why doesn't Xcode 4 create any products?,low
21780,21780,Magento: How can I allow tiered price of 0,low
21781,21781,Yii Relational Queries with MySQL's SUM,low
21782,21782,httpURLconnection - changed URL having no effect,low
21783,21783,CSS format for checkboxes,low
21784,21784,How to call a JavaScript function from a string value?,low
21785,21785,android SimpleOnGestureListener only triggered onscroll event,low
21786,21786,Updating UI while importing large data sets in Core Data,high
21787,21787,Mystery issue with GIF upload?,low
21788,21788,Dealing with saved epoch times when clocks change,low
21789,21789,Error in regards to 'ArrayIndexOutOfBoundsException' and more?,low
21790,21790,Can I handle the killing of my windows process through the Task Manager?,low
21791,21791,Are Docker links deprecated?,low
21792,21792,Does process start use another thread?,low
21793,21793,How to back out commits in GIT repository on DevOps,low
21794,21794,How to use Razor sysntax in kendo ui grid templete,low
21795,21795,Entity Framework Migrations seeds duplicate rows,low
21796,21796,Render action with parameters after form error,low
21797,21797,HTTP Content-Type Header and JSON,low
21798,21798,MATLAB: Color of sphere distorts color scheme values,high
21799,21799,Setting CURL Parameters for fabpot/goutte Client,low
21800,21800,How do I make Jackson ObjectMapper use my custom deserializer (applied with contentUsing)?,low
21801,21801,What is needed for minimalistic ONVIF video server?,low
21802,21802,Why concurrent modification exception will not be thrown in the concurrent package?,low
21803,21803,select2 - simple string lookup from csv,low
21804,21804,Getting ID instead of name in SharePoint list 2010,low
21805,21805,Python Tkinter: obtain tree node information,low
21806,21806,How to directly use javascript's color validation?,low
21807,21807,.htaccess Allow only from a certain script (not by IP),low
21808,21808,string in variable changes before sending through socket,low
21809,21809,How to get graph view in android?,low
21810,21810,Why is a terminal semicolon breaking my CSS?,low
21811,21811,Is there a way run a java class when I hit the submit button on my html form?,low
21812,21812,Shingles in Elasticsearch which respect punctuation,low
21813,21813,Can a makefile update the calling environment?,low
21814,21814,Android OpenGL ES 1.0 and GPU,low
21815,21815,autowired attribute not getting set,low
21816,21816,How do I tell Jekyll/Maruku which post has the Markdown syntax error?,low
21817,21817,Can't properly add addClass to code,low
21818,21818,Jquery Chosen Plugin Styling Lost After Ajax Call,low
21819,21819,Possilble to auto open a downloaded word document downloaded in browser,low
21820,21820,All pairwise differences between two vectors,low
21821,21821,ASP.NET MultiView with multiple repeaters,low
21822,21822,How to remove duplicated 2-dimension array in PHP?,low
21823,21823,execution time handling for functions in a loop,low
21824,21824,cProfile shows significant tottime in function which only exclusively calls an external Cython function,high
21825,21825,FATAL EXCEPTION: main (map and routing program),high
21826,21826,How do I use Apache as a proxy for my Tomcat application?,low
21827,21827,Export an access query in csv without currency symbol using VBA,low
21828,21828,How to fill an ArrayList from a file and format the output.,low
21829,21829,Using glutIdleFunc to get out of glutMainLoop?,low
21830,21830,element position changing when user scroll up,low
21831,21831,How do I convert a string into date and day in R,low
21832,21832,XSLT if - attribute equals string,low
21833,21833,How to rewrite SharedPreferencesCompat in JavaFX,low
21834,21834,CasperJS to test ExtJS 4.1 application - Ext.getCmp() always returns undefined,low
21835,21835,php empty post variable,low
21836,21836,Why thread code is not executed?,low
21837,21837,Regular expression for detecting first name and/or last name,low
21838,21838,Javascript missing semicolon?,low
21839,21839,Use native 64bit Toolset in Visual Studio 2013,low
21840,21840,trouble defining array locally and passing parameters to other methods,low
21841,21841,Jquery Autocomplete from an Array in Session,low
21842,21842,data frame in which elements are not single columns,low
21843,21843,Replace everything but digits,low
21844,21844,An unhandled exception of type 'System.StackOverflowException' occurred in GSMCommunication.dll,low
21845,21845,Arranging JLabels on JPanel when some of them need to be inside grid layout and some of them are not,low
21846,21846,Converting older Auth users to Enhanced Auth users,high
21847,21847,"Weblogic Server, Timed out waiting for completion, while creating a new server",low
21848,21848,Right-align text in Emacs,low
21849,21849,Graph-structured databases and Php,low
21850,21850,How to modify django cms multilingual middleware,low
21851,21851,format of date using to_date function,low
21852,21852,Concatenate multiple fields on submit into a single array/field,low
21853,21853,C Dynamically creating array of structs which include variable sized 2d array,high
21854,21854,How to Set-AzureRmKeyVaultAccessPolicy with Network RP (RP service principal name)?,low
21855,21855,diagnostic data taking a long time to be logged in windows azure,low
21856,21856,FINDSTR Batch Command truncates the file,low
21857,21857,How to get a substring through regex in java android?,low
21858,21858,"Simple example for mean, variance and sd - but getting different results in R",low
21859,21859,Ruby on Rails maps,low
21860,21860,Java ArrayList reference,low
21861,21861,tomcat-users.xml will not open in UBUNTU,low
21862,21862,C++ clearing queues and thread safety,high
21863,21863,Running jQuery code in MEAN.JS stack,low
21864,21864,Seeking complete code examnple for JQuery/Ajax Ping with success/fail,low
21865,21865,IE f12 console library not load,low
21866,21866,Round brackets not showing up correctly in RightToLeft flow direction in WPF,high
21867,21867,Java How to return a value in a method,low
21868,21868,Need ability to fire employees,low
21869,21869,Visual Studio 2015 break on unhandled exceptions not working,low
21870,21870,Monotouch Webclient.CancelAsync ThreadInterruptedException,low
21871,21871,Redeclare an activity imported from a library,low
21872,21872,jquery bind event to one checkbox in array of checkboxes,low
21873,21873,Drop down issue when loading a partial - rails 3,low
21874,21874,UInt16[] to EMGU image in C#,low
21875,21875,Understanding the type of out put from Musicbrainz cpan module?,low
21876,21876,how to launch java GUI test from linux,low
21877,21877,Elasticsearch shield SSL nodes unavailable,low
21878,21878,Design principle for proxy objects or different approach,high
21879,21879,Error using a base class field in subclass unique_together meta option,high
21880,21880,HTML5 Canvas Resize (Downscale) Image High Quality?,low
21881,21881,Making an HTML table scalable across resolutions,low
21882,21882,How the servlets are shared among every request,low
21883,21883,Hive Cli Driver Custom Error,low
21884,21884,Exception during fetching the image from webserver in android,low
21885,21885,regex validation in refind function in coldfusion,low
21886,21886,Overriding Title Double Click,low
21887,21887,Formidable crashes in my web browser,low
21888,21888,Failed to load bean class; nested exception is java.io.FileNotFoundException: class path resource cannot be opened because it does not exist,low
21889,21889,pip list and sudo pip list shows different package versions,low
21890,21890,Deleting a linked list in C,low
21891,21891,XCode header search paths,low
21892,21892,What different urls are there for a Google+ profile URL,low
21893,21893,Python how to proof a boolean expression in a loop and cancel loop when button clicked,low
21894,21894,Inner dependency is not being injected (Weld + JavaSE),high
21895,21895,Add div attribute when resize window in jquerymobile,low
21896,21896,How to open HTML in only one Window/Tab,low
21897,21897,How to wrap text around attachments using iOS7 Text Kit?,low
21898,21898,Semantic Web - immediate benefits,low
21899,21899,Change URL of page in Codeigniter,low
21900,21900,Creating dictionary dynamically in Python,low
21901,21901,Can't enable depth test with OpenGL in QWIndow (Qt5),low
21902,21902,Why is the sorting of this object array failing?,low
21903,21903,Error when using Highcharts with Angular 2,low
21904,21904,"how can i change my list which contains tuple data, to duplicating tuple removed list",low
21905,21905,Script to undo php Magic Quotes and mysql_real_escape_string combination,low
21906,21906,Re-fill a textbox's text if left blank,low
21907,21907,Calling a method from another class with setters and getters in Java,low
21908,21908,mysql: replace \ (backslash) in strings,low
21909,21909,How do i insert a Box which i drew out from pen to a picturebox image?,low
21910,21910,Declare static object of a nested class template,low
21911,21911,Auto-Interval precision in MS Chart,low
21912,21912,How to make a call via host header in Asp.Net-Core,low
21913,21913,How can I save an array of checkboxes in a wordpress widget?,low
21914,21914,FIxing decimal places during string conversion in Java,low
21915,21915,How to change label text via JavaScript/jQuery after click on HTML form,low
21916,21916,Performance issue on IOS while redrawing image with gradient mask,low
21917,21917,How to add a delay when using forward-geocoding to get Latitude and Longitude for many addresses in iOS?,low
21918,21918,Cascading Combobox,high
21919,21919,Some anomaly in printing result for list,low
21920,21920,How to add a post parameter to manual form submission?,low
21921,21921,"Cant connect to WiFi in Arch Linux ( Antergos , Gnome )",low
21922,21922,Multiple countdowns on the same page,low
21923,21923,JMockit: howto invoke custom method of MockUp,low
21924,21924,Grunt + angular gettext: how to extract and/or compile continuously?,high
21925,21925,Does Flash10 + p2p really work?,low
21926,21926,Why use JS for Image Rollovers When I can use CSS?,low
21927,21927,How to drop multiple databases based on a prefix string,low
21928,21928,moving average of 3 elements by C or Python,low
21929,21929,how to write HTML document using external javacript from another webpage,low
21930,21930,Programatically save the innerText of webpages from a website,low
21931,21931,matlab ode23 extract changing parameter of successful integration steps,low
21932,21932,Neos 2.1: Dynamic Landingpage,high
21933,21933,My Interface and external Webserver,low
21934,21934,How to show only name in input box but name and number in dropdown list in select element,low
21935,21935,Scraping Table with Nokogiri and need JSON output,low
21936,21936,Javah command for native methods gives Exception,low
21937,21937,Function to generate Random letters,low
21938,21938,convert an image server side to CanvasPixelArray,low
21939,21939,How to List all folders (projects) of a Git Repository,low
21940,21940,Significant Performance Difference in Delete using Derived Table,high
21941,21941,Multi dimensional array value with SELECT BETWEEN - PHP MYSQL,low
21942,21942,Mashups and SharePoint,low
21943,21943,How to get the anchor href from getSelection() jquery,low
21944,21944,Escaping string with PHP PDO,low
21945,21945,Code works when using Jquery 1.3.2 but fails with 1.7.1,low
21946,21946,Getting whole post object with Facebook Graph API that we get with Facebook web hook,low
21947,21947,Grunt Compass for multiple SASS files for different sites,low
21948,21948,Jquery Onclick div with class and alert if clicked on inner div,low
21949,21949,How can I filter the content of a register in vim?,low
21950,21950,ASP.NET MVC: Passing context to a custom class,low
21951,21951,Programmatically display a message next to text field in JavaFX,low
21952,21952,How to traverse two relationships in Hibernate without issuing a query?,low
21953,21953,Creating multiple Mongoose DBs in modularized node application,low
21954,21954,C# - Question about Events,low
21955,21955,How can I update text label with a function?,low
21956,21956,Simple math problem,low
21957,21957,How to deal with large WAR files in AWS?,low
21958,21958,wpf canvas background image dynamically,low
21959,21959,Handling filter event in ui-grid,low
21960,21960,How to replace a NUL character(\x00) in a string in Erlang?,low
21961,21961,"In javascript, when would a === comparison of two 'equal' strings return false?",low
21962,21962,Eclipse External Tools variables,low
21963,21963,How to set switch to on in android list view?,low
21964,21964,How do I save records to production instead of developement?,low
21965,21965,Showing accumulated messages to the user,low
21966,21966,Can't save core data managed object context when device passcode locked,low
21967,21967,How to access all controls on lightswitch page,low
21968,21968,How to detect 204 No Content from Android Volley Request,low
21969,21969,Is Google Cloud Pub/Sub API Quotas defined anywhere,low
21970,21970,My Signature Provider - something wrong happens,low
21971,21971,Optimal Entropy computation across tensor,high
21972,21972,How to remove last Filed's using Unix commands,low
21973,21973,Changing graph line colour,low
21974,21974,What is the most effective way for a Dialog to interact with an array adapter of a (parent) activity?,low
21975,21975,How to control UI changes on orientation change?,low
21976,21976,How can I receive an e-mail when my MySQL table is updated?,low
21977,21977,How to get UITableView header view to come before table cells in responder chain?,low
21978,21978,Binding Converter doesn't apply on root TreeViewItem element (WPF),low
21979,21979,No Method Error editing Shopify metafield data with ruby on rails via a form,low
21980,21980,What causses GCM Server to return NotRegistered?,low
21981,21981,How to control user's activity in my website?,low
21982,21982,Defining a range of values for ddply {plyr} to use when making combinations,low
21983,21983,C# Data Adapter Parameters,low
21984,21984,How to toggle <p> once you click on <button> for second time?,low
21985,21985,Best way to store ranges and single values in mysql,low
21986,21986,MVC C# AJAX Upload Image with Model Data,low
21987,21987,Coldfusion Multi-Select box without CFSelect,low
21988,21988,Append content to an already rendered page with Pug-Jade in express.js,low
21989,21989,jquery dialog box: Get the dialog box ID while inside the dialog box,low
21990,21990,What is the purpose of a context manager in python,low
21991,21991,How to center the error message in html?,low
21992,21992,TSQL - SQL 2008 - Across a date range (Start Date to End Date) is it possible to break this range into seperate rows by (and exluding) weekends?,low
21993,21993,java.lang.ClassNotFoundException for servlet in tomcat with eclipse,low
21994,21994,Spray client - treat response with unexpected content-type as application/json?,low
21995,21995,being able to read a file on command file using java,low
21996,21996,Components won't appear,low
21997,21997,What is the difference betwen boost::multi_array views and subarrays,low
21998,21998,Writing INTERNAL FILE CONTENT into LISTVIEW in ANDROID,low
21999,21999,Excel: How to use a checkbox form marco to hide column on MAC,low
22000,22000,c# warning - Mark assemblies with NeutralResourcesLanguageAttribute,low
22001,22001,Cant add Listview inside a fragment after switching between Navigation Drawer Fragments,low
22002,22002,IE conditional comments,low
22003,22003,"PMD Warning ""Potential violation of Law of Demeter : object not created locally"", even on calling methods on local objects.",low
22004,22004,SQL Annual and Quarterly INNER JOIN,low
22005,22005,how desktop files sync with webserver in Gwt web application with RPC call?,high
22006,22006,Draw 2D line with vector and start point,low
22007,22007,Can't connect to PostgreSQL database with symfony,low
22008,22008,Android XML. What is the purpose of the star in the ID string?,low
22009,22009,"In Django Combobox choices, how do you lookup description from short value?",low
22010,22010,Python Random Map Generation with Perlin Noise,high
22011,22011,Dont want to allow manual tagging in bootstrap tokenfiled,low
22012,22012,launching a uri from my app in half screen mode C# windows 8.1 app,low
22013,22013,SCP gives File or directory not found,low
22014,22014,Media does not find in css,low
22015,22015,C# Can I check if an IntPtr is null?,low
22016,22016,Changing the interpolate symbols in Angular breaks ui-select2 with error: $select.getPlaceholder(),low
22017,22017,Dynamic menu in MVC,low
22018,22018,oauth2-server-php library how to use there bootstrap script for dynamodb,low
22019,22019,How to dynamically generate Kivy objects,low
22020,22020,'EmployeeDetails' does not implement interface member 'System.ComponentModel.INotifyPropertyChanged.PropertyChanged',low
22021,22021,How to scan an entire directory tree with node.js?,low
22022,22022,What does this ASP viewstate mean?,low
22023,22023,Pass AD-User from Client to IIS-Server to DB-Server,high
22024,22024,How to add fade effect on this javascript,low
22025,22025,twoTwo riddle by CodingBat,low
22026,22026,MATLAB vs. GNU Octave Textscan disparity,low
22027,22027,Flickering image that running on a thread,high
22028,22028,Is it necessary to rollback if commit fails?,low
22029,22029,Cannot ungroup a PowerPoint SmartArt Shape,low
22030,22030,R find max value in a column for which there are no values in corresponding columns,low
22031,22031,Socket.IO not working in Chrome and Firefox on Windows,low
22032,22032,Reading the values of an array generated with push,low
22033,22033,Why can't I get webkit on iOS to render heavy weights of the Apple system font?,low
22034,22034,How to append element in post function of compile - AngularJS,low
22035,22035,Where to store sound files in the project and what solution to chose for storing refferences to them,low
22036,22036,"Elasticsearch scroll API returns {""message"":null} on followup call",low
22037,22037,JQuery using single function instead of multiple,low
22038,22038,Visual studio 2012: 0 of 1 error: No error message shown,low
22039,22039,How to associate my app to a file type in Android,low
22040,22040,Converting list of objects to json array,low
22041,22041,How can I have a user select a folder (not a file) on their local machine using javascript?,low
22042,22042,Why is a yeoman scaffold so slow?,low
22043,22043,Why STS has 2 mavens?,low
22044,22044,wpf DataGridColumn width in Windows Clasic,low
22045,22045,JSP/JSTL - Unable to display information to the browser,low
22046,22046,How do I scaffold when creating a Controller that represents more than 1 Entity?,low
22047,22047,Change directory for uploading file in FTP,low
22048,22048,JSP/HTML page loading / rendering is taking too much time in Internet Explorer (IE),low
22049,22049,Can't get Node.js Express code to say 'Hello World' in Cloud 9,low
22050,22050,IF Then Else Mysql,low
22051,22051,"building internet based p2p text,audio , video chatting application",high
22052,22052,Assign certain score according to words,low
22053,22053,Facebook doesn't get the information from my site,low
22054,22054,Multilingual NodeJs API,high
22055,22055,Cannot read property 'children' of null at object.Iscroll,low
22056,22056,Visit neighbor of a position in a 2d-array,low
22057,22057,How to use custom name in docker overlay network for containers network name?,low
22058,22058,How to show terminal output in panel?,low
22059,22059,Mule MEL check for NullPayload vs null,low
22060,22060,how to make vertical progressbar with divider,low
22061,22061,USB Barcode reader in C#,low
22062,22062,Searching with path pattern in ack is very slow,low
22063,22063,"Gmail API returns 403 error code and ""Delegation denied for <user email>""",low
22064,22064,Why is the return type not considered when differentiating methods?,low
22065,22065,Increasing the speed of qemu clock,high
22066,22066,"sencha touch / phonegap / iOS : German Strings for Next Done, Copy Paste....",low
22067,22067,Returning an error when try to upload a gzipped object on S3,low
22068,22068,Force UIView/UIVIewController orientation,low
22069,22069,check for empty fields android,low
22070,22070,How to use a .h file during execution without compiling it in C++?,low
22071,22071,Dilemma with hashCode() - Java,low
22072,22072,Materialize css checkbox not working in rails app,low
22073,22073,modrewrite doesnt load my css and images,low
22074,22074,ReDim existing array with a second dimension?,low
22075,22075,Continuous Media Recording separated into different files of same size,low
22076,22076,Formatting a barcode with hyphens in between - Assignment question,low
22077,22077,Changing date format - incorrect year,low
22078,22078,Drupal module CSS character adjustment,low
22079,22079,True or false in jquery function,low
22080,22080,Display Current Date on JSF Page,low
22081,22081,How to merge Hoopl graph blocks / how to pass through the blocks,low
22082,22082,How to fade a label's background color with animateWithDuration,low
22083,22083,How can I change out value in callback using Moq?,low
22084,22084,How can I protect/obfuscate/etc an ASP.NET MVC app's source code when deployed?,low
22085,22085,<id> attribute not working in php code,low
22086,22086,IllegalStateException on phone with SD while using DownloadManager,low
22087,22087,Hook in woocommerce on subscription expiration,low
22088,22088,Silverlight databound image displayed inside tooltip,low
22089,22089,How to get page counter and serial number from printer in C/C++?,low
22090,22090,Getting null pointer exception at sqlite query,low
22091,22091,cant initialize NSTimeInterval with timeIntervalSince1970,low
22092,22092,How to use Const Type Class in OOP C++?,low
22093,22093,plot a nonlinear function matlab,low
22094,22094,Android AsyncTask - doInBackground not running,low
22095,22095,Erlang: How do you send yourself a handle_info message?,low
22096,22096,Can't make route.get work in node,low
22097,22097,How to list posts by taxonomy in post-edit screen in wordpress?,low
22098,22098,Assert an object is a specific type,low
22099,22099,Three.js - extrude SVG with r69 or r73,high
22100,22100,How to submit form with multi buttons with same value asp.netMvc,low
22101,22101,MVC3 - Dynamic URL redirect in Javascript,low
22102,22102,Appending br to a span,low
22103,22103,How do I get the gender from a particular user when updating a different table? Azure mobile services,low
22104,22104,Create array from string,low
22105,22105,Select last row of a table,low
22106,22106,skel.js dynamically create row from data in database,low
22107,22107,Is it possible / reasonable to stream H.264 encoded video via the Xively service?,low
22108,22108,Creating a new PDF document using PDFBOX API,low
22109,22109,Sort by a specific part of an element which is a string inside a list,low
22110,22110,Apply Style When Select,low
22111,22111,How to call functions through a href in jsp,low
22112,22112,LazyInitializationException from object stored in the HTTP session,high
22113,22113,WPF C# Textbox text change update in ViewModel,low
22114,22114,RESTful cross authentication,high
22115,22115,"How to remove dotted outlines on links, buttons, inputs, textareas and buttons",low
22116,22116,undefined index/variable in php/html,low
22117,22117,Caching Linq Query Question,low
22118,22118,How to select number of rows in the table,low
22119,22119,ArangoDB password doesn't seem to do anything,low
22120,22120,Get DOM from a string,low
22121,22121,Django sort by Articles with most similar tags,low
22122,22122,"apk file works fine downloading from website, but when uploaded to google play crashes",low
22123,22123,C# serialize XML ArrayList to List<SelectListItem>,low
22124,22124,Cancelling ongoing Angular $http requests when there's a new request,low
22125,22125,Div fadeIn with specific condition,low
22126,22126,Error using `self` object in after_save callback,low
22127,22127,is it possible to select one checkbox and deselect the other checkbox? (VBA required),low
22128,22128,perl - regex - get all text after string,low
22129,22129,Angular 2 upgrade to rc 5 - unmet peer dependencies,high
22130,22130,CRM 2011 Ribbon DisplayRule ValueRule check for null,low
22131,22131,Java: How to use AccessControllerContext?,low
22132,22132,Content for <compatible-screens> tag to enable only Galaxy S3 and Nexus in Android Manifest file (Titanium Studio),low
22133,22133,Global variable origin,low
22134,22134,Node.js: How to check if folder is empty or not with out uploading list of files,low
22135,22135,Is there an easy way to make a single page web app?,low
22136,22136,Using css sprites with javascript,low
22137,22137,js file is loading from cached temporary internet files instead of redownloading from server,low
22138,22138,Difficulty in understanding how certificate is used in SSL communication,low
22139,22139,Coding an application so that it runs properly on windows 7...?,low
22140,22140,"Given an array of integers, divide the array into k subarrays such that the difference between the maximum sum and minimum sum subarrays is minimised",high
22141,22141,How to replace every instance of a string in a $http json response,low
22142,22142,How to use Pass by Value in Java,low
22143,22143,Why does IntelliJ IDEA 13 require both lib project and lib itself (google-play-service) to be added as a dependency?,low
22144,22144,Blob images are not displaying on IE and Chrome when using base encoding 64,low
22145,22145,Microsoft Access VBA - Is there a way to create a public sub that handles a specific error code?,low
22146,22146,Zen Cart - Digital Download Updates,low
22147,22147,Wildcard Number Search for thinking Sphinx,low
22148,22148,UITextField crashes when i try to unhide it with .hidden=NO;,low
22149,22149,Proper .htcaccess configuration,low
